7H,SHX,KGX,499
7H,SKK,KKA,420
7H,SKK,OME,497
7H,SKK,UNK,142
7H,SLQ,SRV,311
7H,SMK,UNK,915
7H,SMK,WBB,781
7H,SXP,AUK,474
7H,TLA,KTS,858
7H,TLA,OME,180
7H,TLT,AKI,259
7H,TLT,BET,130
7H,TNK,WWT,859
7H,UNK,ANC,343
7H,UNK,SKK,150
7H,UNK,SMK,921
7H,VDZ,ANC,113
7H,WAA,KTS,741
7H,WAA,OME,296
7H,WBB,KOT,208
7H,WBB,OME,802
7H,WBB,SMK,862
7H,WBB,UNK,432
7H,WLK,OTZ,424
7H,WMO,GLV,984
7H,WMO,OME,659
7H,WTL,BET,117
7H,WWT,BET,521
AA,ABE,CLT,590
AA,ABE,PHL,104
AA,ABI,DFW,285
AA,ABQ,DFW,653
AA,ABQ,LAX,435
AA,ABQ,ORD,383
AA,ABQ,PHX,944
AA,ACT,DFW,892
AA,AEX,DFW,835
AA,AGS,CLT,666
AA,AGS,DCA,996
AA,ALB,CLT,167
AA,ALB,DCA,858
AA,ALB,PHL,810
AA,AMA,DFW,784
AA,ANC,LAX,760
AA,ANC,PHX,855
AA,ART,ORD,465
AA,ART,PHL,847
AA,ATL,CLT,341
AA,ATL,DFW,550
AA,ATL,MIA,404
AA,ATL,ORD,199
AA,ATL,PHL,311
AA,ATL,PHX,305
AA,AUS,CLT,740
AA,AUS,DFW,493
AA,AUS,JFK,747
AA,AUS,LAX,373
AA,AUS,MSY,260
AA,AUS,ORD,331
AA,AUS,PHL,639
AA,AUS,PHX,160
AA,AVL,CLT,933
AA,AVP,CLT,478
AA,AVP,PHL,632
AA,AZO,ORD,741
AA,BDL,CLT,394
AA,BDL,DCA,571
AA,BDL,DFW,842
AA,BDL,LAX,723
AA,BDL,MIA,351
AA,BDL,ORD,532
AA,BDL,PHL,494
AA,BDL,PIT,779
AA,BFL,PHX,446
AA,BGM,PHL,832
AA,BGR,DCA,534
AA,BGR,PHL,429
AA,BHM,CLT,810
AA,BHM,DCA,111
AA,BHM,DFW,376
AA,BHM,MIA,966
AA,BHM,PHL,331
AA,BMI,DFW,608
AA,BMI,ORD,234
AA,BNA,CLT,655
AA,BNA,DCA,222
AA,BNA,DFW,524
AA,BNA,JFK,709
AA,BNA,LAX,755
AA,BNA,LGA,168
AA,BNA,MIA,871
AA,BNA,ORD,347
AA,BNA,PHL,138
AA,BOI,PHX,609
AA,BOS,BUF,995
AA,BOS,CLT,754
AA,BOS,DCA,446
AA,BOS,DFW,519
AA,BOS,JFK,903
AA,BOS,LAX,620
AA,BOS,LGA,595
AA,BOS,MDT,512
AA,BOS,MIA,141
AA,BOS,ORD,752
AA,BOS,PDX,531
AA,BOS,PHL,252
AA,BOS,PHX,552
AA,BOS,PIT,840
AA,BOS,RIC,601
AA,BOS,ROC,809
AA,BOS,SAN,836
AA,BOS,SEA,320
AA,BOS,SYR,306
AA,BPT,DFW,998
AA,BRO,DFW,610
AA,BTR,CLT,653
AA,BTR,DFW,181
AA,BTV,DCA,489
AA,BTV,PHL,571
AA,BUF,BOS,663
AA,BUF,CLT,691
AA,BUF,DCA,362
AA,BUF,ORD,441
AA,BUF,PHL,420
AA,BUR,PDX,857
AA,BUR,PHX,875
AA,BUR,SEA,935
AA,BWI,CLT,548
AA,BWI,DFW,272
AA,BWI,JFK,988
AA,BWI,MIA,850
AA,BWI,ORD,646
AA,BWI,PHL,942
AA,BWI,PHX,716
AA,CAE,CLT,703
AA,CAE,DCA,379
AA,CAE,DFW,402
AA,CAE,PHL,162
AA,CAK,CLT,700
AA,CAK,DCA,547
AA,CAK,PHL,643
AA,CHA,CLT,117
AA,CHA,DCA,530
AA,CHA,DFW,450
AA,CHA,ORD,869
AA,CHO,CLT,897
AA,CHO,LGA,454
AA,CHO,ORD,905
AA,CHO,PHL,389
AA,CHS,CLT,369
AA,CHS,DCA,161
AA,CHS,DFW,297
AA,CHS,MIA,493
AA,CHS,PHL,530
AA,CID,DFW,396
AA,CID,ORD,261
AA,CLE,CLT,417
AA,CLE,DFW,849
AA,CLE,JFK,946
AA,CLE,MIA,705
AA,CLE,ORD,120
AA,CLE,PHL,362
AA,CLL,DFW,224
AA,CLT,ABE,302
AA,CLT,AGS,570
AA,CLT,ALB,705
AA,CLT,ATL,922
AA,CLT,AUS,163
AA,CLT,AVL,972
AA,CLT,AVP,940
AA,CLT,BDL,513
AA,CLT,BHM,412
AA,CLT,BNA,198
AA,CLT,BOS,302
AA,CLT,BTR,710
AA,CLT,BUF,853
AA,CLT,BWI,774
AA,CLT,CAE,305
AA,CLT,CAK,117
AA,CLT,CHA,241
AA,CLT,CHO,187
AA,CLT,CHS,508
AA,CLT,CLE,696
AA,CLT,CMH,161
AA,CLT,CRW,500
AA,CLT,CVG,212
AA,CLT,DAB,237
AA,CLT,DAY,440
AA,CLT,DCA,900
AA,CLT,DEN,871
AA,CLT,DFW,129
AA,CLT,DSM,705
AA,CLT,DTW,860
AA,CLT,EWN,311
AA,CLT,EWR,172
AA,CLT,FLL,108
AA,CLT,FLO,784
AA,CLT,GNV,324
AA,CLT,GPT,522
AA,CLT,GSO,638
AA,CLT,GSP,389
AA,CLT,HHH,744
AA,CLT,HPN,486
AA,CLT,HSV,445
AA,CLT,IAD,714
AA,CLT,IAH,229
AA,CLT,ILM,101
AA,CLT,IND,950
AA,CLT,JAN,173
AA,CLT,JAX,668
AA,CLT,JFK,837
AA,CLT,LAS,108
AA,CLT,LAX,865
AA,CLT,LEX,356
AA,CLT,LGA,661
AA,CLT,LIT,722
AA,CLT,MCI,557
AA,CLT,MCO,953
AA,CLT,MDT,491
AA,CLT,MEM,836
AA,CLT,MGM,910
AA,CLT,MHT,884
AA,CLT,MIA,780
AA,CLT,MKE,521
AA,CLT,MLB,531
AA,CLT,MOB,394
AA,CLT,MSP,468
AA,CLT,MSY,623
AA,CLT,MYR,250
AA,CLT,OAJ,782
AA,CLT,OMA,178
AA,CLT,ORD,325
AA,CLT,ORF,675
AA,CLT,PBI,674
AA,CLT,PDX,238
AA,CLT,PGV,740
AA,CLT,PHF,322
AA,CLT,PHL,224
AA,CLT,PHX,613
AA,CLT,PIT,437
AA,CLT,PNS,258
AA,CLT,PVD,940
AA,CLT,PWM,272
AA,CLT,RDU,628
AA,CLT,RIC,220
AA,CLT,ROA,945
AA,CLT,ROC,742
AA,CLT,RSW,237
AA,CLT,SAN,790
AA,CLT,SAT,423
AA,CLT,SAV,747
AA,CLT,SBY,348
AA,CLT,SDF,862
AA,CLT,SEA,807
AA,CLT,SFO,961
AA,CLT,SLC,623
AA,CLT,SMF,451
AA,CLT,SRQ,653
AA,CLT,STL,289
AA,CLT,SYR,761
AA,CLT,TLH,844
AA,CLT,TPA,824
AA,CLT,TRI,391
AA,CLT,TYS,566
AA,CLT,VPS,484
AA,CLT,XNA,333
AA,CMH,CLT,866
AA,CMH,DCA,177
AA,CMH,DFW,243
AA,CMH,JFK,256
AA,CMH,LAX,819
AA,CMH,LGA,294
AA,CMH,MIA,565
AA,CMH,ORD,953
AA,CMH,PHL,247
AA,CMH,PHX,605
AA,CMI,DFW,105
AA,CMI,ORD,438
AA,COS,DFW,518
AA,COU,DFW,634
AA,COU,ORD,122
AA,CRP,DFW,225
AA,CVG,CLT,344
AA,CVG,DCA,899
AA,CVG,DFW,721
AA,CVG,JFK,208
AA,CVG,MIA,975
AA,CVG,ORD,100
AA,CVG,PHL,459
AA,CWA,ORD,302
AA,DAB,CLT,898
AA,DAY,CLT,871
AA,DAY,DCA,936
AA,DAY,DFW,521
AA,DAY,LGA,831
AA,DAY,ORD,995
AA,DAY,PHL,910
AA,DBQ,ORD,908
AA,DCA,AGS,509
AA,DCA,ALB,715
AA,DCA,BDL,616
AA,DCA,BGR,871
AA,DCA,BHM,522
AA,DCA,BNA,404
AA,DCA,BOS,340
AA,DCA,BTV,314
AA,DCA,BUF,659
AA,DCA,CAE,370
AA,DCA,CAK,646
AA,DCA,CHA,832
AA,DCA,CHS,684
AA,DCA,CLT,242
AA,DCA,CMH,865
AA,DCA,CRW,952
AA,DCA,CVG,104
AA,DCA,DAY,706
AA,DCA,DFW,932
AA,DCA,DSM,884
AA,DCA,DTW,646
AA,DCA,FLL,532
AA,DCA,GSO,410
AA,DCA,GSP,359
AA,DCA,HHH,984
AA,DCA,HPN,427
AA,DCA,HSV,270
AA,DCA,ILM,999
AA,DCA,IND,133
AA,DCA,ISP,789
AA,DCA,JAN,558
AA,DCA,JAX,500
AA,DCA,JFK,616
AA,DCA,LAS,497
AA,DCA,LAX,287
AA,DCA,LGA,212
AA,DCA,LIT,146
AA,DCA,MCI,350
AA,DCA,MCO,776
AA,DCA,MEM,875
AA,DCA,MHT,788
AA,DCA,MIA,551
AA,DCA,MSP,326
AA,DCA,MSY,651
AA,DCA,MYR,846
AA,DCA,OAJ,794
AA,DCA,OMA,800
AA,DCA,ORD,869
AA,DCA,ORF,580
AA,DCA,PBI,228
AA,DCA,PDX,312
AA,DCA,PHL,979
AA,DCA,PHX,121
AA,DCA,PIT,339
AA,DCA,PNS,121
AA,DCA,PVD,399
AA,DCA,PWM,174
AA,DCA,RDU,671
AA,DCA,ROC,997
AA,DCA,RSW,786
AA,DCA,SAN,633
AA,DCA,SAV,888
AA,DCA,SDF,631
AA,DCA,SRQ,423
AA,DCA,STL,404
AA,DCA,SYR,421
AA,DCA,TLH,516
AA,DCA,TPA,833
AA,DCA,TYS,642
AA,DCA,VPS,811
AA,DEN,CLT,690
AA,DEN,DFW,438
AA,DEN,LAX,757
AA,DEN,MIA,511
AA,DEN,ORD,436
AA,DEN,PHL,498
AA,DEN,PHX,973
AA,DEN,SEA,681
AA,DFW,ABI,986
AA,DFW,ABQ,867
AA,DFW,ACT,792
AA,DFW,AEX,786
AA,DFW,AMA,348
AA,DFW,ATL,326
AA,DFW,AUS,175
AA,DFW,BDL,995
AA,DFW,BHM,966
AA,DFW,BMI,103
AA,DFW,BNA,949
AA,DFW,BOS,446
AA,DFW,BPT,983
AA,DFW,BRO,605
AA,DFW,BTR,282
AA,DFW,BWI,375
AA,DFW,CAE,330
AA,DFW,CHA,121
AA,DFW,CHS,888
AA,DFW,CID,605
AA,DFW,CLE,890
AA,DFW,CLL,665
AA,DFW,CLT,917
AA,DFW,CMH,747
AA,DFW,CMI,404
AA,DFW,COS,726
AA,DFW,COU,405
AA,DFW,CRP,289
AA,DFW,CRW,115
AA,DFW,CVG,380
AA,DFW,DAY,534
AA,DFW,DCA,501
AA,DFW,DEN,632
AA,DFW,DRO,304
AA,DFW,DSM,548
AA,DFW,DTW,844
AA,DFW,ELP,600
AA,DFW,EVV,658
AA,DFW,EWR,889
AA,DFW,FAR,706
AA,DFW,FAT,446
AA,DFW,FLL,931
AA,DFW,FSD,731
AA,DFW,FSM,474
AA,DFW,FWA,979
AA,DFW,GCK,698
AA,DFW,GGG,659
AA,DFW,GJT,675
AA,DFW,GPT,129
AA,DFW,GRK,412
AA,DFW,GRR,198
AA,DFW,GSO,570
AA,DFW,GSP,253
AA,DFW,HNL,421
AA,DFW,HOU,418
AA,DFW,HSV,753
AA,DFW,IAD,148
AA,DFW,IAH,257
AA,DFW,ICT,647
AA,DFW,IND,109
AA,DFW,JAN,451
AA,DFW,JAX,461
AA,DFW,JFK,1000
AA,DFW,JLN,806
AA,DFW,LAS,757
AA,DFW,LAW,779
AA,DFW,LAX,440
AA,DFW,LBB,218
AA,DFW,LCH,837
AA,DFW,LEX,211
AA,DFW,LFT,916
AA,DFW,LGA,380
AA,DFW,LIT,161
AA,DFW,LRD,835
AA,DFW,MAF,788
AA,DFW,MCI,444
AA,DFW,MCO,136
AA,DFW,MEM,963
AA,DFW,MFE,379
AA,DFW,MGM,593
AA,DFW,MHK,861
AA,DFW,MIA,684
AA,DFW,MKE,852
AA,DFW,MLI,318
AA,DFW,MLU,906
AA,DFW,MOB,705
AA,DFW,MSN,588
AA,DFW,MSP,260
AA,DFW,MSY,547
AA,DFW,OGG,671
AA,DFW,OKC,266
AA,DFW,OMA,933
AA,DFW,ONT,966
AA,DFW,ORD,178
AA,DFW,ORF,497
AA,DFW,PBI,333
AA,DFW,PDX,770
AA,DFW,PHL,162
AA,DFW,PHX,553
AA,DFW,PIA,723
AA,DFW,PIT,327
AA,DFW,PNS,680
AA,DFW,PSP,724
AA,DFW,RAP,507
AA,DFW,RDU,175
AA,DFW,RIC,478
AA,DFW,RNO,446
AA,DFW,ROW,578
AA,DFW,RSW,714
AA,DFW,SAF,507
AA,DFW,SAN,229
AA,DFW,SAT,128
AA,DFW,SAV,633
AA,DFW,SDF,656
AA,DFW,SEA,643
AA,DFW,SFO,243
AA,DFW,SGF,277
AA,DFW,SHV,777
AA,DFW,SJC,662
AA,DFW,SJT,411
AA,DFW,SLC,640
AA,DFW,SMF,533
AA,DFW,SNA,611
AA,DFW,SPI,719
AA,DFW,SPS,300
AA,DFW,STL,582
AA,DFW,TLH,608
AA,DFW,TPA,259
AA,DFW,TUL,291
AA,DFW,TUS,284
AA,DFW,TXK,848
AA,DFW,TYR,293
AA,DFW,TYS,611
AA,DFW,VPS,616
AA,DFW,XNA,622
AA,DRO,DFW,550
AA,DRO,PHX,574
AA,DSM,CLT,711
AA,DSM,DCA,620
AA,DSM,DFW,959
AA,DSM,ORD,637
AA,DSM,PHX,166
AA,DTW,CLT,335
AA,DTW,DCA,502
AA,DTW,DFW,666
AA,DTW,LGA,881
AA,DTW,MIA,826
AA,DTW,ORD,947
AA,DTW,PHL,796
AA,DTW,PHX,447
AA,ELM,PHL,654
AA,ELP,DFW,875
AA,ELP,LAX,736
AA,ELP,ORD,418
AA,ELP,PHX,279
AA,ERI,PHL,468
AA,EUG,LAX,608
AA,EUG,PDX,948
AA,EVV,DFW,994
AA,EVV,ORD,784
AA,EWN,CLT,950
AA,EWR,CLT,723
AA,EWR,DFW,930
AA,EWR,MIA,769
AA,EWR,ORD,833
AA,EWR,PHL,469
AA,EWR,PHX,810
AA,EWR,SEA,103
AA,EYW,MIA,113
AA,FAR,DFW,195
AA,FAR,ORD,372
AA,FAT,DFW,180
AA,FAT,LAX,952
AA,FAT,PHX,710
AA,FLG,PHX,648
AA,FLL,CLT,475
AA,FLL,DCA,969
AA,FLL,DFW,796
AA,FLL,ORD,496
AA,FLL,PHL,264
AA,FLL,PHX,585
AA,FLO,CLT,543
AA,FNT,ORD,1000
AA,FSD,DFW,190
AA,FSD,ORD,283
AA,FSM,DFW,706
AA,FWA,DFW,249
AA,FWA,ORD,843
AA,GCK,DFW,338
AA,GEG,PHX,385
AA,GGG,DFW,258
AA,GJT,DFW,949
AA,GJT,PHX,780
AA,GNV,CLT,178
AA,GNV,MIA,243
AA,GPT,CLT,292
AA,GPT,DFW,678
AA,GRB,ORD,179
AA,GRK,DFW,151
AA,GRR,DFW,700
AA,GRR,ORD,920
AA,GSO,CLT,983
AA,GSO,DCA,309
AA,GSO,DFW,608
AA,GSO,LGA,874
AA,GSO,MIA,143
AA,GSO,PHL,866
AA,GSP,CLT,114
AA,GSP,DCA,867
AA,GSP,DFW,707
AA,GSP,PHL,865
AA,HHH,CLT,313
AA,HHH,DCA,838
AA,HNL,DFW,495
AA,HNL,LAX,294
AA,HNL,OAK,471
AA,HNL,PHX,492
AA,HNL,SJC,112
AA,HOU,DFW,717
AA,HPN,CLT,953
AA,HPN,DCA,835
AA,HPN,ORD,956
AA,HPN,PHL,597
AA,HSV,CLT,581
AA,HSV,DCA,915
AA,HSV,DFW,477
AA,HSV,ORD,307
AA,HVN,PHL,758
AA,IAD,CLT,749
AA,IAD,DFW,543
AA,IAD,LAX,835
AA,IAD,MIA,448
AA,IAH,CLT,169
AA,IAH,DFW,845
AA,IAH,LAX,188
AA,IAH,MIA,266
AA,IAH,ORD,153
AA,IAH,PHL,813
AA,IAH,PHX,379
AA,ICT,DFW,409
AA,ICT,ORD,608
AA,ILM,CLT,214
AA,ILM,DCA,562
AA,ILM,LGA,904
AA,ILM,PHL,823
AA,IND,CLT,868
AA,IND,DCA,353
AA,IND,DFW,173
AA,IND,JFK,525
AA,IND,LAX,811
AA,IND,MIA,496
AA,IND,ORD,290
AA,IND,PHL,740
AA,IND,PHX,419
AA,IPT,PHL,429
AA,ISP,DCA,981
AA,ISP,PHL,454
AA,ITH,PHL,671
AA,JAN,CLT,551
AA,JAN,DCA,106
AA,JAN,DFW,214
AA,JAX,CLT,599
AA,JAX,DCA,653
AA,JAX,DFW,542
AA,JAX,MIA,978
AA,JAX,ORD,712
AA,JAX,PHL,210
AA,JFK,AUS,431
AA,JFK,BNA,310
AA,JFK,BOS,925
AA,JFK,BWI,637
AA,JFK,CLE,201
AA,JFK,CLT,110
AA,JFK,CMH,311
AA,JFK,CVG,189
AA,JFK,DCA,215
AA,JFK,DFW,155
AA,JFK,IND,526
AA,JFK,LAS,1000
AA,JFK,LAX,779
AA,JFK,MCO,848
AA,JFK,MIA,824
AA,JFK,ORD,669
AA,JFK,ORF,602
AA,JFK,PHX,161
AA,JFK,PIT,179
AA,JFK,RDU,797
AA,JFK,SAN,590
AA,JFK,SEA,432
AA,JFK,SFO,535
AA,JFK,TPA,747
AA,JLN,DFW,678
AA,JNU,KTN,298
AA,KOA,LAX,831
AA,KOA,OAK,770
AA,KOA,PHX,686
AA,KOA,SJC,726
AA,KTN,JNU,908
AA,KTN,SEA,490
AA,LAS,CLT,755
AA,LAS,DCA,360
AA,LAS,DFW,379
AA,LAS,JFK,477
AA,LAS,LAX,780
AA,LAS,MIA,847
AA,LAS,ORD,507
AA,LAS,PHL,523
AA,LAS,PHX,979
AA,LAW,DFW,922
AA,LAX,ABQ,323
AA,LAX,ANC,754
AA,LAX,AUS,985
AA,LAX,BDL,915
AA,LAX,BNA,270
AA,LAX,BOS,330
AA,LAX,CLT,520
AA,LAX,CMH,404
AA,LAX,DCA,350
AA,LAX,DEN,569
AA,LAX,DFW,617
AA,LAX,ELP,557
AA,LAX,EUG,464
AA,LAX,FAT,897
AA,LAX,HNL,571
AA,LAX,IAD,802
AA,LAX,IAH,231
AA,LAX,IND,685
AA,LAX,JFK,260
AA,LAX,KOA,853
AA,LAX,LAS,128
AA,LAX,LIH,928
AA,LAX,MCO,133
AA,LAX,MFR,272
AA,LAX,MIA,973
AA,LAX,MMH,376
AA,LAX,MRY,288
AA,LAX,OGG,417
AA,LAX,OKC,783
AA,LAX,ORD,532
AA,LAX,PBI,697
AA,LAX,PDX,532
AA,LAX,PHL,992
AA,LAX,PHX,976
AA,LAX,PIT,236
AA,LAX,RDM,248
AA,LAX,RDU,370
AA,LAX,RNO,626
AA,LAX,SAF,589
AA,LAX,SAN,869
AA,LAX,SEA,734
AA,LAX,SFO,786
AA,LAX,SJC,983
AA,LAX,SLC,990
AA,LAX,SMF,954
AA,LAX,STL,577
AA,LAX,STS,174
AA,LAX,TUS,196
AA,LAX,XNA,330
AA,LBB,DFW,244
AA,LCH,DFW,102
AA,LEX,CLT,835
AA,LEX,DFW,600
AA,LEX,ORD,484
AA,LFT,DFW,254
AA,LGA,BNA,854
AA,LGA,BOS,999
AA,LGA,CHO,301
AA,LGA,CLT,565
AA,LGA,CMH,499
AA,LGA,DAY,992
AA,LGA,DCA,647
AA,LGA,DFW,218
AA,LGA,DTW,226
AA,LGA,GSO,880
AA,LGA,ILM,728
AA,LGA,LIT,745
AA,LGA,MIA,723
AA,LGA,ORD,658
AA,LGA,ORF,326
AA,LGA,PBI,908
AA,LGA,PHL,337
AA,LGA,PIT,134
AA,LGA,RDU,942
AA,LGA,RIC,891
AA,LGA,ROA,934
AA,LGA,SDF,157
AA,LGA,STL,822
AA,LGA,TYS,341
AA,LGA,XNA,507
AA,LGB,PDX,610
AA,LGB,PHX,620
AA,LGB,SEA,490
AA,LIH,LAX,552
AA,LIH,OAK,887
AA,LIH,PHX,757
AA,LIH,SJC,756
AA,LIT,CLT,930
AA,LIT,DCA,477
AA,LIT,DFW,594
AA,LIT,LGA,641
AA,LIT,ORD,757
AA,LRD,DFW,727
AA,LSE,ORD,964
AA,MAF,DFW,653
AA,MCI,CLT,462
AA,MCI,DCA,900
AA,MCI,DFW,639
AA,MCI,ORD,747
AA,MCI,PHL,213
AA,MCI,PHX,326
AA,MCI,SEA,550
AA,MCO,CLT,719
AA,MCO,DCA,394
AA,MCO,DFW,458
AA,MCO,JFK,298
AA,MCO,LAX,470
AA,MCO,MIA,975
AA,MCO,ORD,711
AA,MCO,PHL,701
AA,MCO,PHX,517
AA,MCO,SAN,758
AA,MCO,SEA,649
AA,MDT,BOS,400
AA,MDT,CLT,337
AA,MDT,ORD,737
AA,MDT,PHL,201
AA,MEM,CLT,422
AA,MEM,DCA,936
AA,MEM,DFW,904
AA,MEM,MIA,889
AA,MEM,ORD,641
AA,MFE,DFW,183
AA,MFR,LAX,619
AA,MGM,CLT,467
AA,MGM,DFW,961
AA,MHK,DFW,142
AA,MHK,ORD,989
AA,MHT,CLT,446
AA,MHT,DCA,532
AA,MHT,PHL,743
AA,MIA,ATL,373
AA,MIA,BDL,948
AA,MIA,BHM,843
AA,MIA,BNA,150
AA,MIA,BOS,845
AA,MIA,BWI,356
AA,MIA,CHS,655
AA,MIA,CLE,769
AA,MIA,CLT,849
AA,MIA,CMH,680
AA,MIA,CVG,430
AA,MIA,DCA,629
AA,MIA,DEN,773
AA,MIA,DFW,802
AA,MIA,DTW,516
AA,MIA,EWR,719
AA,MIA,EYW,350
AA,MIA,GNV,965
AA,MIA,GSO,475
AA,MIA,IAD,513
AA,MIA,IAH,121
AA,MIA,IND,882
AA,MIA,JAX,867
AA,MIA,JFK,733
AA,MIA,LAS,410
AA,MIA,LAX,810
AA,MIA,LGA,375
AA,MIA,MCO,610
AA,MIA,MEM,422
AA,MIA,MSP,818
AA,MIA,MSY,813
AA,MIA,ORD,241
AA,MIA,ORF,507
AA,MIA,PHL,786
AA,MIA,PHX,211
AA,MIA,PIT,574
AA,MIA,PNS,254
AA,MIA,RDU,776
AA,MIA,RIC,881
AA,MIA,SAN,917
AA,MIA,SDF,172
AA,MIA,SEA,960
AA,MIA,SFO,140
AA,MIA,STL,303
AA,MIA,TLH,941
AA,MIA,TPA,107
AA,MIA,TUL,178
AA,MKE,CLT,153
AA,MKE,DFW,856
AA,MKE,ORD,477
AA,MKE,PHL,485
AA,MKE,PHX,235
AA,MLB,CLT,629
AA,MLI,DFW,169
AA,MLI,ORD,104
AA,MLU,DFW,679
AA,MMH,LAX,494
AA,MOB,CLT,878
AA,MOB,DFW,960
AA,MQT,ORD,970
AA,MRY,LAX,611
AA,MRY,PHX,359
AA,MSN,DFW,761
AA,MSN,ORD,741
AA,MSP,CLT,793
AA,MSP,DCA,178
AA,MSP,DFW,248
AA,MSP,MIA,226
AA,MSP,ORD,183
AA,MSP,PHL,197
AA,MSP,PHX,193
AA,MSY,AUS,637
AA,MSY,CLT,940
AA,MSY,DCA,562
AA,MSY,DFW,987
AA,MSY,MIA,785
AA,MSY,ORD,317
AA,MSY,PHL,533
AA,MYR,CLT,782
AA,MYR,DCA,215
AA,MYR,PHL,530
AA,OAJ,CLT,597
AA,OAJ,DCA,495
AA,OAK,HNL,960
AA,OAK,KOA,676
AA,OAK,LIH,985
AA,OAK,OGG,392
AA,OAK,PDX,283
AA,OAK,PHX,614
AA,OAK,SEA,582
AA,OGG,DFW,214
AA,OGG,LAX,327
AA,OGG,OAK,761
AA,OGG,PHX,746
AA,OGG,SJC,479
AA,OGG,SMF,371
AA,OKC,DFW,993
AA,OKC,LAX,306
AA,OKC,ORD,547
AA,OMA,CLT,504
AA,OMA,DCA,336
AA,OMA,DFW,406
AA,OMA,ORD,564
AA,OMA,PHX,978
AA,ONT,DFW,991
AA,ONT,PDX,923
AA,ONT,PHX,656
AA,ONT,SEA,916
AA,ORD,ABQ,951
AA,ORD,ART,393
AA,ORD,ATL,162
AA,ORD,AUS,817
AA,ORD,AZO,835
AA,ORD,BDL,678
AA,ORD,BMI,537
AA,ORD,BNA,841
AA,ORD,BOS,125
AA,ORD,BUF,781
AA,ORD,BWI,212
AA,ORD,CHA,959
AA,ORD,CHO,740
AA,ORD,CID,708
AA,ORD,CLE,471
AA,ORD,CLT,497
AA,ORD,CMH,581
AA,ORD,CMI,409
AA,ORD,COU,323
AA,ORD,CVG,942
AA,ORD,CWA,793
AA,ORD,DAY,214
AA,ORD,DBQ,104
AA,ORD,DCA,109
AA,ORD,DEN,199
AA,ORD,DFW,494
AA,ORD,DSM,826
AA,ORD,DTW,492
AA,ORD,ELP,205
AA,ORD,EVV,905
AA,ORD,EWR,711
AA,ORD,FAR,593
AA,ORD,FLL,799
AA,ORD,FNT,406
AA,ORD,FSD,722
AA,ORD,FWA,460
AA,ORD,GRB,816
